x,suppression_factor
2.765000000000000000e+02,1.105983750018472711e+04
2.770000000000000000e+02,1.125860438914131373e+04
2.775000000000000000e+02,1.146094360360484461e+04
2.780000000000000000e+02,1.166691915293433158e+04
2.785000000000000000e+02,1.187659658496943121e+04
2.790000000000000000e+02,1.209004223049065695e+04
2.795000000000000000e+02,1.230732401455510444e+04
2.800000000000000000e+02,1.252851067355555642e+04
2.805000000000000000e+02,1.275367259598087730e+04
2.810000000000000000e+02,1.298288101108024966e+04
2.815000000000000000e+02,1.321620886011535185e+04
2.820000000000000000e+02,1.345372995559995798e+04
2.825000000000000000e+02,1.369551988414972584e+04
2.830000000000000000e+02,1.394165513523004302e+04
2.835000000000000000e+02,1.419221403674937028e+04
2.840000000000000000e+02,1.444727585220945730e+04
2.845000000000000000e+02,1.470692175022976699e+04
2.850000000000000000e+02,1.497123386895414114e+04
2.855000000000000000e+02,1.524029632073685752e+04
2.860000000000000000e+02,1.551419422261821637e+04
2.865000000000000000e+02,1.579301473744746545e+04
2.870000000000000000e+02,1.607684606919673388e+04
2.875000000000000000e+02,1.636577854184226453e+04
2.880000000000000000e+02,1.665990355824146900e+04
2.885000000000000000e+02,1.695931471814188990e+04
2.890000000000000000e+02,1.726410673929992481e+04
2.895000000000000000e+02,1.757437661603648303e+04
2.900000000000000000e+02,1.789022250122806145e+04
