x,suppression_factor
2.065000000000000000e+02,6.512055191940188479e+02
2.070000000000000000e+02,6.629089547209323428e+02
2.075000000000000000e+02,6.748227295124547709e+02
2.080000000000000000e+02,6.869506124528813871e+02
2.085000000000000000e+02,6.992964630125670737e+02
2.090000000000000000e+02,7.118641867615848469e+02
2.095000000000000000e+02,7.246577831413442254e+02
2.100000000000000000e+02,7.376812993648669590e+02
2.105000000000000000e+02,7.509388799209335730e+02
2.110000000000000000e+02,7.644347188024663637e+02
2.115000000000000000e+02,7.781731108060367887e+02
2.120000000000000000e+02,7.921584020277206264e+02
2.125000000000000000e+02,8.063950430230793245e+02
2.130000000000000000e+02,8.208875375076530645e+02
2.135000000000000000e+02,8.356404974448902294e+02
2.140000000000000000e+02,8.506585898861650321e+02
2.145000000000000000e+02,8.659465940565781921e+02
2.150000000000000000e+02,8.815093462670242843e+02
2.155000000000000000e+02,8.973517990703186342e+02
2.160000000000000000e+02,9.134789641753956175e+02
2.165000000000000000e+02,9.298959737488447672e+02
2.170000000000000000e+02,9.466080212587854703e+02
2.175000000000000000e+02,9.636204249996181943e+02
2.180000000000000000e+02,9.809385667904896309e+02
2.185000000000000000e+02,9.985679578038910904e+02
2.190000000000000000e+02,1.016514175040907276e+03
2.195000000000000000e+02,1.034782929547211552e+03
2.200000000000000000e+02,1.053380000584470736e+03
2.205000000000000000e+02,1.072311306320324320e+03
2.210000000000000000e+02,1.091582835612387044e+03
2.215000000000000000e+02,1.111200721261936224e+03
2.220000000000000000e+02,1.131171169323931508e+03
2.225000000000000000e+02,1.151500535017387620e+03
2.230000000000000000e+02,1.172195249471684292e+03
2.235000000000000000e+02,1.193261898389976523e+03
2.240000000000000000e+02,1.214707146138819326e+03
2.245000000000000000e+02,1.236537817264453679e+03
2.250000000000000000e+02,1.258760817829400139e+03
2.255000000000000000e+02,1.281383219885087101e+03
2.260000000000000000e+02,1.304412179955564852e+03
2.265000000000000000e+02,1.327855026573697387e+03
2.270000000000000000e+02,1.351719175808530963e+03
2.275000000000000000e+02,1.376012221976151977e+03
2.280000000000000000e+02,1.400741850103497654e+03
2.285000000000000000e+02,1.425915929929012691e+03
2.290000000000000000e+02,1.451542425191795019e+03
2.295000000000000000e+02,1.477629491041366009e+03
2.300000000000000000e+02,1.504185380037012465e+03
2.305000000000000000e+02,1.531218543090308913e+03
2.310000000000000000e+02,1.558737532055346719e+03
2.315000000000000000e+02,1.586751104332128762e+03
2.320000000000000000e+02,1.615268121924046682e+03
2.325000000000000000e+02,1.644297659834920069e+03
2.330000000000000000e+02,1.673848901465596327e+03
2.335000000000000000e+02,1.703931250942220231e+03
2.340000000000000000e+02,1.734554224719188142e+03
2.345000000000000000e+02,1.765727567981216907e+03
2.350000000000000000e+02,1.797461142315074540e+03
2.355000000000000000e+02,1.829765046333190412e+03
2.360000000000000000e+02,1.862649499271588184e+03
2.365000000000000000e+02,1.896124965988138229e+03
2.370000000000000000e+02,1.930202036338952894e+03
2.375000000000000000e+02,1.964891554709934553e+03
2.380000000000000000e+02,2.000204495018527041e+03
2.385000000000000000e+02,2.036152094942974145e+03
2.390000000000000000e+02,2.072745726390768596e+03
2.395000000000000000e+02,2.109997034595989135e+03
